@relation dn2a

@attribute f1 numeric
@attribute f3 numeric
@attribute f4 {1,0}
@attribute f5 {2,6,4,3,1,5,0}
@attribute y {1,0}

@data
0.8926824785426621,5.067767633673929,0,2,1
-0.835116007018154,6.067008329309417,1,6,1
0.7181840760585978,4.631807773778981,0,2,1
-0.275535096560632,5.935970055522172,1,4,1
-0.4386064035990604,4.218468269259582,1,4,1
0.5006585455541335,4.31668514161247,1,2,1
0.83426053617939,6.413506040718412,0,5,1
0.0697629577250162,4.085258307019182,0,6,0
0.3643134611297283,4.961602114367098,1,6,1
-0.7638548360673456,3.859913655892212,0,0,0
0.1285949331007727,4.335123247064482,0,0,0
-0.8816097642581888,4.437796078000423,0,5,0
0.1272974737260197,3.8230321231045448,0,4,1
-0.815273188824156,4.757709749486857,1,3,0
-0.545039551217696,4.769842839193305,1,1,0
0.1960230659526882,5.19545687794991,1,2,1
0.2517674468401354,5.4058800439058885,1,2,1
-0.0207908834600474,5.374726585229082,1,1,1
0.2624913094289971,5.092493339767739,1,0,1
0.3800747802736606,4.439731142153681,1,1,1
0.6667636502977963,5.686710643522496,1,5,1
-0.3160837328798791,4.345357372353295,0,0,0
-0.1578090425988025,5.071895796946655,1,1,0
-0.4700823689437896,4.804010828553162,1,4,1
-0.9339936392833595,6.014096423040923,0,3,0
-0.0959903753186481,4.839155299835581,0,6,0
-0.9142209484210072,4.370234409633477,1,6,1
0.8783510534257326,6.209376631034359,0,5,1
-0.5972390175317213,5.808601419562478,0,1,0
0.8776971172238384,4.784699777023567,1,2,1
-0.1991201948690208,5.749899722938419,0,4,0
0.4907855095891533,4.956687033841195,0,6,1
0.5656637264910449,5.990477656192305,0,1,1
-0.679531231951392,5.237994808125337,0,4,0
0.8321105126443895,4.735585444910965,0,2,1
0.8843848022488532,6.034484479277309,1,0,1
0.118080171363166,4.647991348789675,1,2,1
0.5348925079995897,5.764039557952121,0,6,1
-0.6591417301827769,4.954827535805094,1,2,0
-0.1351637915330903,4.23531484331483,1,4,1
-0.0220001069309265,5.924454505566589,1,4,1
-0.4681248143312242,4.383178192349697,1,3,1
0.8121338918008902,5.709831354679438,1,5,1
-0.0530557158720303,4.131430194699943,0,6,0
0.73920796697812,4.22038771789572,1,2,1
0.7131846946853018,5.529412833778771,1,6,1
0.4074365456218152,5.626836973039323,1,5,1
-0.3480453481201682,5.298843315603269,0,1,0
-0.8947208406306459,5.572631882484831,0,4,0
-0.8641958429717007,4.801211357378285,1,2,0
0.5641468071741447,5.593064613098674,1,3,1
0.8665676102663586,5.077131669430487,1,1,1
0.3859592965527341,5.703076672237178,1,2,1
-0.6519996457020854,4.384124529855628,1,4,1
-0.3616704594964457,4.55706571214993,1,0,0
0.7707037193016979,5.255665333307399,0,1,1
-0.8958741884824506,6.046126228012693,1,2,0
-0.0179983094069977,5.046583025081194,1,1,1
0.9301119659777042,5.969712864927258,1,0,1
0.3392173783481085,3.910535275337763,1,3,1
-0.3698369509375081,4.76875106193852,0,1,0
-0.1724394778346052,4.724324778500546,0,4,0
0.5794300103806289,5.922000027617458,0,1,1
-0.1805438679948967,6.0405924923093846,1,4,1
0.4827260691770745,5.665456453297658,0,0,1
-0.999668492962258,5.809745959150354,0,4,0
0.1904744223579531,4.509832021821785,0,0,1
0.2523676572480282,4.8516321957311455,1,2,1
-0.7724126960266915,3.873602480851196,1,3,0
-0.6235659441802457,5.127898468583443,0,6,0
-0.2031153111199719,5.038523029296261,1,1,0
0.5603609239810599,6.462323514762851,1,6,1
0.10497583398991,4.4176246924471965,1,4,1
0.2220684677958397,5.079329075277098,1,5,1
-0.3443922639635275,5.662980176129574,0,1,0
-0.8566908859001563,4.650797694723256,0,3,0
-0.8765692477931657,4.096979312291087,0,5,0
-0.8043563775545151,5.154299589152755,1,4,1
-0.6060808038838312,5.0450257696559175,1,5,1
-0.960766275894529,5.555220748627319,1,2,0
-0.8584168324806067,5.721052039715439,1,0,0
0.8097833544409327,4.543621731273875,0,2,1
0.9001483454491077,6.511734589548143,0,3,1
-0.445999493636626,5.085577750993951,0,0,0
-0.7730682930699764,5.264287402810571,0,6,0
-0.7588749262198833,4.041723187541432,1,4,1
-0.2892588910173195,5.077032686066,0,6,0
0.0221793227829656,5.073751919010642,1,5,1
0.383637700648014,4.510019933388789,0,6,1
0.8468849670149501,4.787956653924088,1,1,1
0.3273828183102736,5.044710451130169,1,6,1
-0.7525559495190479,5.277917534369397,0,1,0
-0.5923308629049091,6.091412438242672,1,3,1
0.2080285857629711,4.936812816428177,0,3,0
0.3256598870704925,5.320141393306987,1,2,1
0.6326984644055504,5.220377996503597,0,1,1
-0.9144865445831936,4.044477759789485,1,0,0
-0.9513926060105182,4.903095047634465,0,6,0
0.6243335328622182,3.866638713421617,0,1,1
0.8883784106394377,4.9065013746237005,0,2,1
-0.594835579135125,5.319500836373867,1,4,1
0.5823180520694193,5.340621627332142,1,0,1
0.3730470183356684,6.09682745472796,0,4,1
-0.4720220818873808,4.7389818665995165,1,6,1
0.607423972063639,5.256945645824349,0,2,1
-0.1506192519336893,3.7206773080903535,0,2,0
-0.045373526311415,5.013053962739822,0,2,0
0.1163385488549351,4.942158071300777,1,0,0
-0.1106936691552022,5.7152770243644095,1,0,0
-0.2963153314417803,5.572262199858782,1,2,1
-0.5240096096166103,5.675391271150476,1,6,1
-0.7966933845227093,6.173691903097907,1,0,0
-0.0112293424677167,5.754642879059316,0,3,0
0.7508886572399442,6.214512894727803,0,0,1
-0.5491867388811154,5.750055679186052,1,3,1
-0.8784407243550494,4.258702122665357,1,2,0
-0.7483454613658542,4.605305462600318,0,3,0
0.3809937696813279,4.631017867300454,0,3,1
-0.1665066690183643,5.60963726817762,0,6,0
-0.5376786096943265,4.667494675278385,1,3,1
0.3277826971560384,6.0261374621452575,1,1,1
0.7020704463900913,4.771346577033137,0,6,1
-0.4236139066336652,4.300626206292749,0,0,0
-0.1170488079432818,5.244013848068428,0,6,0
-0.7436533149075022,4.511227087719498,1,6,1
0.7756222716260335,3.9882948179181934,1,5,1
0.0632847692070588,3.893808742565821,1,3,1
-0.3697257770846975,4.797305783015502,0,0,0
-0.0674324327483084,4.976477694244917,1,2,1
0.732516748109231,6.519823308572568,1,3,1
-0.5121908523425716,4.248431975521148,0,4,0
0.514384555852343,6.200856808561452,0,3,1
0.6655273788096807,5.44564209321525,0,1,1
-0.803426963769712,3.3245082771806302,0,5,0
-0.5909148339222252,4.355710797626358,1,3,1
0.4012570625932021,4.732347785461882,0,6,1
-0.1360058546868934,5.402041878723318,0,6,0
0.9340894106679708,4.659376309623086,0,0,1
-0.6633330119787986,5.00514725689403,0,0,0
-0.6698704126374191,5.677126829039596,1,2,0
-0.0779942895823513,5.823519423111865,0,1,0
0.1551702419267091,5.824679835795295,1,0,1
0.0696319461005441,5.080134096123917,0,0,0
-0.3431507215171661,5.215026076620884,0,1,0
-0.2253766442572067,5.3950490468426215,0,6,0
0.8636330572692932,5.432604295067903,0,0,1
-0.4384550856333897,4.656734805899751,0,6,0
0.873011700366368,5.622480868294692,1,5,1
-0.8245373216198462,5.9793349909701945,1,1,0
0.4146430304987973,3.832585505092613,1,5,1
-0.0788819739910304,5.7795416047909285,0,3,0
0.8910734365833359,5.560764411643314,1,1,1
-0.4413303901669556,5.2433364981556,0,0,0
-0.2656861363010452,6.177219155449501,1,1,0
0.5262027037333834,5.291592431306804,0,0,1
0.8565401900695047,5.471637690609105,0,5,1
-0.0905918688843736,5.0265750968845255,0,2,0
0.4529791424767926,4.859887020957017,1,4,1
-0.8640778969996299,4.907110666263619,1,4,0
0.7371640586918129,5.838728223621422,1,1,1
-0.4831867366883269,4.644696453666921,1,0,0
-0.9261669504010152,4.72198033167178,1,2,0
-0.4085186741909878,4.191643002580206,1,0,0
-0.2119902608352104,4.016899947988982,1,6,1
-0.0743890920250949,5.017911726194972,0,3,0
-0.9876374583017472,5.623164365155068,1,6,1
-0.8475676232793194,5.217641699072836,0,5,0
0.0219233480047902,3.66388778617953,1,6,1
0.8374103350843656,4.9114145681365216,0,2,1
0.8045343174476067,5.400225676217904,0,0,1
-0.2071716232734275,4.343059038955854,0,4,0
0.1522622744428285,4.084332772997988,0,2,1
-0.1992393301120965,4.963499095364041,1,4,1
0.6005568674035948,4.4778350922986,1,1,1
-0.6543100792992078,4.40140247468252,0,1,0
-0.6962708771317583,5.549065151413789,1,0,0
0.3921680881091025,5.386276464183665,0,3,1
-0.4081455106067377,5.24151518325899,0,0,0
-0.0211409709128809,4.465304008882272,1,5,1
-0.659031835327125,4.127815601989486,0,6,0
0.4406142139484403,4.868950996045721,0,1,1
-0.129887751270066,5.370286763265677,1,4,1
-0.6824481456981799,4.547591755253778,0,6,0
-0.490346927592121,3.94746375360795,0,6,0
-0.113633253390377,5.284507076794722,1,2,1
-0.581585348892433,3.761932807937072,0,4,0
-0.7849260948671042,5.514186493698445,1,4,1
0.7005197970459951,5.993138865691921,1,4,1
0.3829131477757628,3.51382435093775,1,2,1
0.3285268792123614,5.306187104764822,0,6,1
-0.6983500889202181,5.593114594681396,0,6,0
0.7528395817792559,4.501486460866678,0,3,1
-0.5264383698715724,3.693575950165375,0,1,0
-0.6153710845803784,4.263838456428117,0,5,0
-0.2089879669107153,5.36612617557244,1,1,0
0.7855028988469983,4.991037524248781,0,6,1
-0.0434606495721052,5.03295212655692,1,6,1
-0.7165266208206642,5.776113901605664,1,3,0
-0.8863549654844307,4.517292551575909,1,6,1
-0.731288379397451,5.977980934363432,0,0,0
0.8753470303535664,5.566798482898983,1,1,1
0.900496145277921,5.801507575963697,1,6,1
0.9476826902485608,5.796892250844745,0,0,1
0.4274358462943854,3.5832966367491865,1,1,1
0.0118211854741561,4.03719234728579,0,4,0
0.6310925176765569,3.1532321982168408,1,5,1
0.3392208409333661,3.5772812110284207,0,2,1
0.7327176385847298,4.37420099230582,1,1,1
-0.4519665844574805,4.512595087792098,1,0,0
0.3227217583556876,5.771149802052165,0,2,1
0.2836856833726788,5.348175697013391,0,5,1
0.248810202972366,3.744613986633837,0,4,0
-0.6933907164177389,5.749594402550178,0,6,0
0.9684759881596584,5.65706839345008,1,1,1
-0.869918168955162,4.799531633803865,0,2,0
-0.3597547822196525,5.047683791904234,1,6,1
0.9871377544514486,4.928694499204236,0,3,1
-0.3455260185191271,4.299728399055797,1,3,1
-0.8811291209318639,5.573378578499009,1,3,0
0.9964187161730798,3.151510005874236,1,2,1
-0.855354978876381,5.033816991661282,0,5,0
-0.592716303020058,6.014003140039906,0,2,0
0.1520785340762733,5.481235427676972,0,4,0
-0.5030287249756398,4.216480953056104,1,6,1
-0.2953731632742791,5.875354747447126,1,0,0
-0.556396205046245,4.2611498236119685,0,6,0
0.8736949577682338,4.210071154915936,1,6,1
-0.8282033022175903,4.389381035153555,0,3,0
0.3707029573479228,4.995805601779209,0,6,1
0.4073015479758348,4.37147968576536,0,6,1
0.0767237446801998,5.831694221817433,0,0,0
-0.8658429405232415,6.015695186644299,1,6,1
-0.4849100043680454,4.6237073060805765,0,1,0
0.4041469133561717,5.289221398999276,1,1,1
0.3368040013188327,4.04542566712177,1,3,1
-0.8998333983793738,4.472390892844943,1,5,1
-0.4393335925493393,6.028870719710264,0,5,0
-0.2497720297924208,3.6854629403583656,1,6,1
-0.6992187036171493,5.4071055770427,0,6,0
0.5892266770307477,3.5385045558965103,1,2,1
0.9227384293831566,4.869066916770175,0,6,1
0.4378230930501972,5.131096314706524,1,1,1
-0.5441597474586857,5.018852103963643,0,4,0
0.3246155860851223,4.195986475059806,1,5,1
0.9043916042953888,4.320495809756981,0,6,1
0.6841005701615401,4.914497656009248,1,0,1
-0.6744571629663989,4.3395648111297485,1,5,1
-0.4500323205301646,5.071685706252257,0,3,0
-0.7823377086728995,4.964463974931048,1,2,0
-0.9026062205092892,5.719696351913191,0,5,0
0.5629765824716249,5.4285064560555725,1,4,1
-0.019737821119603,4.873242563131897,1,0,0
0.3390316854605721,7.279035784749509,1,6,1
-0.2055393448026161,4.443005945677207,1,2,0
-0.4507029483349745,5.735023254733795,0,6,0
0.8322218204568854,4.981080669716109,0,4,1
0.2601721033811661,5.248271186491382,1,4,1
0.8832130495667443,4.589036414303529,0,5,1
-0.1801454251749448,4.982119649920266,1,1,0
-0.5451719772315766,6.3593425731537945,0,3,0
0.761029648865136,5.392728234423628,1,1,1
-0.5860633452354107,4.89280301523222,1,5,1
0.3516576059321004,4.842281363625901,0,2,1
0.9034788513424288,5.5094558676369845,0,2,1
-0.0820501533130961,3.911321280794997,1,1,0
-0.6319666542594145,5.16031399528873,1,2,0
-0.51823618103619,4.64010736857671,0,5,0
-0.9756626150437404,5.203836581418494,1,6,1
0.963975110336876,4.959391741939491,1,5,1
-0.4709418338987521,5.644370762830676,1,6,1
-0.7130801406151028,5.75698780355129,1,6,1
-0.810166563331284,4.923591002566219,0,6,0
-0.9516703996380618,5.985528743041424,0,1,0
-0.0186807697597974,4.8632448702112425,1,4,1
-0.956374801063696,5.121828845248047,0,2,0
-0.0975950486354706,6.44546395929994,1,1,0
0.0817762211392996,4.299078057890124,1,4,1
0.8435453485533704,4.928996094971443,1,0,1
-0.0897107989277063,4.628840551639126,0,1,0
-0.3762779588524401,5.184621918512624,0,4,0
-0.6976848871677279,4.531478293116818,0,2,0
0.85552559312535,5.518006908154849,1,6,1
0.0298222673737236,4.280121493725518,0,6,1
-0.7079371999008772,4.928408268328162,0,6,0
0.7585897212593296,4.893279297121153,1,4,1
-0.4712807119576816,5.135562808812109,1,4,1
-0.9905323774665242,5.148310923978011,1,5,1
0.9606631875510114,4.348937653488214,1,6,1
0.305178860826887,4.259899745193433,1,3,1
-0.266230987082888,5.883077092310467,0,4,0
0.8736751370423699,5.287124029610885,0,1,1
-0.3553122174628218,4.2294256955091205,0,0,0
0.2892920885403076,5.578072514498114,1,0,1
-0.2955252238416077,4.800484455632694,1,1,0
-0.5477362033554025,4.588381718411477,0,4,0
-0.6473265345255919,5.032833608316018,0,5,0
0.1183333092642078,5.093884940628395,0,4,0
0.9829534267170524,3.608777192242809,1,3,1
0.6072036995933896,4.963567310707477,0,6,1
-0.9097550675179472,4.839127738757454,0,6,0
0.2808855446658393,3.752173574191981,0,6,0
0.4093890854935722,5.301293970877141,1,1,1
-0.7918149446334939,5.392911982672411,0,3,0
-0.7710808855550313,4.096998156646335,0,1,0
0.4682512181123226,5.082794839432021,1,6,1
0.935829459016402,5.887387088701852,1,1,1
0.6492526139778794,5.183804836116942,0,5,1
0.6692322502927963,5.240778839806216,1,4,1
-0.9517515585806212,4.574809782223294,0,3,0
0.4025085327170419,5.600529409280821,1,6,1
-0.3522809424229689,4.354269583315044,1,2,0
-0.0882474613806201,5.271314874893478,1,2,1
-0.3672513319225627,4.729616278417325,0,4,0
-0.1539684600733342,5.254823695620476,0,6,0
-0.4874782388375769,4.798857573339303,1,3,1
-0.9856249109362812,5.554878888450197,1,4,0
0.4778971706191268,4.801145010414945,1,0,1
0.5093639224231468,5.858713333476326,0,5,1
0.3566745302467289,5.809794119461103,1,0,1
-0.2987006979482705,5.548307083677808,1,1,0
0.2271324040084632,4.569869997444481,0,5,1
0.7540812469584208,4.8966436287850765,1,1,1
-0.8595326049036556,4.286813736244398,0,5,0
-0.9138550511960356,4.467569964613326,1,0,0
-0.2659515543238315,5.286768539746959,1,6,1
-0.5999155128513805,6.659740041462474,1,5,1
-0.0420859694235999,4.550250652714757,0,2,0
-0.1114849797055348,3.80398740417873,0,3,0
-0.9941224041073408,5.016457080483313,0,5,0
-0.8789117731579261,4.678830579988088,1,5,1
-0.1802931291333807,5.535639363779608,0,6,0
-0.2783628603742591,5.728573140423872,1,0,0
0.786466967813152,4.667975418214675,0,0,1
0.9933309445748056,5.1448968893286295,0,1,1
0.8588958779819211,6.538624277209177,0,1,1
0.1167313488143753,4.5336692380180885,1,0,0
-0.3611513157867938,4.37966851478112,0,2,0
-0.6892237914319173,3.701287101191277,1,2,0
0.1922762325528895,5.3777623995185415,0,2,0
-0.3030644109620821,4.37432849788255,0,3,0
-0.0731241979976058,3.7859097471136938,0,1,0
0.0339425074339614,5.029718741832771,1,5,1
0.781576979150131,4.569690390922485,1,5,1
-0.8677008118750604,5.4634291910908335,1,6,1
0.505941531128907,5.034045107629101,0,1,1
-0.5820561943755147,4.090481296630195,1,0,0
0.8190968680965194,4.242431729650022,0,4,1
0.5306904190434616,3.968649922412967,1,6,1
0.22176979390694,5.463054559673409,1,4,1
-0.4020123858172124,5.453713710312258,1,5,1
0.2392501628560699,4.464194298063201,1,2,1
-0.7845704063230801,4.791890271164651,0,0,0
-0.6784472318606056,6.44086010737667,0,0,0
0.5380533924386723,5.071156911053186,0,5,1
-0.124778106991187,5.54971625519511,0,6,0
0.1631803858679306,4.665353090342315,0,4,1
0.2220548086766807,4.555337860713731,0,4,0
-0.7752632857862423,4.821931167660755,0,0,0
-0.2919580422978272,5.967027279157369,1,3,1
-0.7495198412970614,5.429932246629293,0,2,0
-0.4814918517154465,4.724107331496955,0,6,0
0.3282029069535974,4.019116961200912,0,0,0
0.8664175157397109,5.334064611831277,0,6,1
-0.202370722484777,6.228239180302911,0,6,0
0.8839645024816263,4.868843059053113,1,1,1
-0.9874791606787858,5.194023125453507,0,4,0
0.0268798289359764,5.243456936516926,1,2,1
-0.9514024245996412,5.299972565254023,1,5,1
-0.0528904387928164,5.479328910283291,1,6,1
-0.5999499680083282,4.584774022600208,0,0,0
0.2506857311247765,5.6853918365692175,0,3,1
0.6732305764062383,5.649642975270328,0,0,1
0.2633052563200559,4.910705856089406,0,4,0
0.0951073187019657,3.6747256559847647,0,2,1
0.8489991696356458,5.101446623989634,1,6,1
0.6093213490112508,5.405220383125649,1,2,1
-0.3734293041633754,3.4292346721342994,0,3,0
-0.0838017923505363,6.059986281336768,0,2,0
0.948766855825168,4.546728749944154,0,0,1
-0.0053396009982467,4.975407118565447,1,3,1
-0.9830257665465912,5.762859672954882,1,1,0
0.0484319730744613,4.305265484843899,1,1,1
-0.9278637583584042,5.190860197613378,1,5,1
0.6264961407480278,4.875665540614028,1,4,1
-0.6727458055710065,4.591369032742477,0,6,0
-0.9789575245743584,5.067972621736998,1,4,1
0.5545886400182192,6.071892959384076,0,5,1
0.3553133851804084,6.091061359433101,0,2,1
0.4559067758601149,4.728630257805114,1,3,1
0.9741277949666468,5.243776801936669,0,0,1
-0.315073276032517,4.871545369746095,0,6,0
-0.8788159968703839,5.803343228721893,0,2,0
0.3361101408048592,6.4368421252790045,1,2,1
-0.325788615534323,5.440655536287006,0,2,0
-0.1371774163335639,5.374699310938494,0,2,0
-0.7418442355257513,4.395933956297644,0,0,0
0.3167725550716822,4.91401803441537,1,4,1
0.1910759183816028,5.661603916225115,1,5,1
0.9364474762453364,5.281121160370798,1,2,1
-0.9375187525768548,5.892837690174041,1,6,1
0.2096742015415942,4.327697615439265,0,2,1
-0.0594756003574474,5.272405784985568,0,0,0
0.7979338831991647,5.723272445957794,1,1,1
0.9873972139881116,5.1790717382823965,1,5,1
0.4853663094126166,6.306871756933356,1,4,1
0.1995223018562024,4.601791974156796,0,6,0
-0.6064238410727143,3.7460449301074714,1,2,0
0.8852066658403708,4.604624007310319,0,3,1
-0.9850547915715312,4.393306930239768,1,1,0
0.9548633361481736,3.8097792603790994,0,6,1
0.515287602864434,4.911460238695934,0,5,1
0.7713220691169786,5.626686239888451,1,3,1
-0.7764648015970628,5.821126377401185,0,2,0
-0.7090123837485007,5.286865541819928,0,3,0
-0.9568217573492208,4.925963335853722,1,2,0
-0.3039542205426946,4.526626560343464,0,0,0
0.6795191636708646,4.919748887121709,0,3,1
0.4064122425631848,5.228873987931113,1,3,1
-0.3392064492362781,4.459960142826656,0,0,0
0.6749669274209535,5.749273081331539,1,2,1
0.3496426757283495,3.977109451732968,1,2,1
-0.2359308656426735,5.75763569848661,1,3,1
0.4154093948919573,4.706100097077691,0,1,1
0.5863711552778113,5.706701596744017,1,4,1
0.6732301408897181,4.4112041570600375,0,4,1
-0.2089013750197068,4.740130191169779,1,6,1
0.1363890384847437,4.569330503926592,0,6,0
-0.3011659285202614,4.426433744495511,1,1,0
-0.9556320529344726,3.3397089212854896,0,4,0
0.6781061748730666,4.333278795727073,0,0,1
-0.9623590611465028,4.370639431948227,1,0,0
-0.0728174744233685,4.629454584256779,1,1,1
-0.1869440392567232,5.353629896651329,0,3,0
-0.0885578456478408,5.44830626623324,0,1,0
0.7873479972049826,4.823264714945671,0,1,1
-0.6331829983111115,6.431771962782991,0,4,0
0.2828220471048868,5.009924353084882,0,2,1
-0.4251175890140906,5.106985569730531,0,3,0
0.7671978313473837,4.997235452071991,0,4,1
-0.4514385470386433,5.493348888603559,0,1,0
-0.5299699929906052,4.6877286819088,0,6,0
-0.8303188561270163,5.774126886609515,1,2,0
-0.690019645979439,4.065907277918825,0,5,0
0.7217807588731411,6.1087730711018695,0,0,1
0.8328309638700262,5.060226557998719,1,1,1
-0.9862467698060484,6.067504462098567,0,3,0
-0.4782168773523836,4.923097650948383,0,6,0
-0.5067074510099054,3.488155976655536,1,0,0
-0.9492580340457724,5.3032862237343545,1,4,0
0.2390355758044873,5.0874482163419525,0,2,1
0.219648822973016,4.020922827386494,1,5,1
-0.2113471480109778,4.236488995845495,0,2,0
0.0820013484409667,4.906781589669069,1,3,1
-0.0432201061249768,4.30198600068372,0,6,0
0.5735666479316548,3.7190395102671294,1,5,1
-0.2704918734718733,5.877031688758793,0,0,0
0.1894045141238056,5.541860016017564,1,0,1
-0.7166822037349023,6.289825067546877,1,0,0
-0.1554866384345128,6.243814615356983,0,3,0
-0.7808531926598927,4.167336444779922,1,3,0
-0.6678741436973652,5.240671421120413,0,6,0
-0.8022437025480622,4.528366248353279,1,3,0
0.350957708812974,5.224325922131931,0,2,1
0.7403627044705394,4.909340144139239,0,1,1
-0.3696890604478606,4.35548337751578,0,5,0
-0.1868780637799421,5.436039396965186,1,3,1
-0.7452316213307983,4.217263329393659,0,2,0
0.4677729893062197,5.326808241973674,1,1,1
-0.361774781544951,5.269251274823857,0,1,0
-0.6583862640396096,5.272401888734405,0,3,0
-0.9081442851267768,3.740415730786628,0,6,0
0.2988949265908784,4.502709946613252,0,5,0
0.7849069819538497,5.230529623509796,0,2,1
0.7712566272317287,4.424265176727505,0,2,1
0.8482591595633968,4.8525775408297,1,5,1
0.6704729238891343,4.612630814641329,1,4,1
-0.5952816510950425,4.168179738971307,1,3,0
-0.8471098645462847,4.501971753470737,0,6,0
-0.8903091983762268,4.212451285148706,0,2,0
-0.4290751704116649,4.745956989674027,1,4,1
0.3514464911817363,4.463613327157099,0,2,1
0.0660612896096581,5.321334786761846,1,4,1
0.7788434894162479,4.611488427548968,0,6,1
0.9784236162571728,4.5112631455394725,1,4,1
0.901431957588853,6.31553604059055,0,2,1
0.4157853067479027,5.20457118799488,1,0,1
-0.4145979498016483,5.48116931472527,1,4,1
-0.5156272324505851,5.285627229099614,0,0,0
-0.8561589484383296,6.032393112702102,1,6,1
0.4276671273637245,4.370107165158163,1,0,1
-0.3871365425792805,5.418528085070618,0,0,0
-0.7775845808439976,5.285452678626087,1,4,1
-0.6208595826763033,4.617361056831983,0,5,0
0.0021314466197386,4.367169851340012,0,0,0
0.9548496089420996,4.784385331153024,1,0,1
0.4137349557755225,5.197877776681654,0,4,1
-0.7652752859877834,4.473555018523443,1,5,1
0.7676753647033081,4.9801499631123,1,2,1
0.2837784260723635,6.317896691458364,0,5,1
-0.5865770749816686,4.453886605322216,1,4,1
0.0665311560295147,3.289224641836193,0,6,0
0.3811593151581183,4.436160467107197,1,3,1
0.3117351701765449,4.572737413593034,0,5,1
-0.0320856233410715,4.460073324967655,0,5,0
0.3038559004567627,5.166007904597547,0,3,1
-0.5223337759091047,5.272110068804716,0,3,0
-0.8621197473196549,5.700966201231306,0,0,0
0.9952281365997588,6.496892158633621,1,6,1
0.7093533067827549,4.630099190019705,0,4,1
0.4845221213225725,4.16070924958637,0,2,1
-0.3881418325491477,4.3055747101712685,0,1,0
0.1311524717131964,4.839604835775135,0,4,0
-0.0787472464295191,4.68607843382507,1,4,1
0.5100754097361522,4.555455745548288,1,6,1
-0.070019875021966,5.056134238278849,0,6,0
-0.3543698752498616,5.081351321690399,0,4,0
0.4421030602353206,5.34453000125387,0,0,1
-0.7531239489498591,5.014366073732777,1,5,1
0.4799110057280158,5.02904510769025,1,4,1
0.3035454456956041,5.171089211268175,0,3,1
