f1,f2,f3,f4,f5,y
0.8097833544409327,191.35754113173954,4.543621731273875,0,2,1
0.9001483454491077,192.70625964913688,6.511734589548143,0,3,1
-0.44599949363662605,194.05542781755855,5.085577750993951,0,0,0
-0.7730682930699764,195.40504280756434,5.264287402810571,0,6,0
-0.7588749262198833,196.7551018260195,4.041723187541432,1,4,1
-0.2892588910173195,198.10560211539476,5.077032686066,0,6,0
0.022179322782965638,199.4565409530839,5.073751919010642,1,5,1
0.38363770064801406,200.80791565073918,4.510019933388789,0,6,1
0.8468849670149501,202.15972355362328,4.787956653924088,1,1,1
0.3273828183102736,203.51196203997765,5.044710451130169,1,6,1
-0.7525559495190479,204.86462852040665,5.277917534369397,0,1,0
-0.5923308629049091,206.21772043727705,6.091412438242672,1,3,1
0.20802858576297112,207.5712352641322,4.936812816428177,0,3,0
0.32565988707049254,208.92517050512086,5.320141393306987,1,2,1
0.6326984644055504,210.2795236944395,5.220377996503597,0,1,1
-0.9144865445831936,211.63429239578866,4.044477759789485,1,0,0
-0.9513926060105182,212.98947420184203,4.903095047634465,0,6,0
0.6243335328622182,214.34506673372837,3.866638713421617,0,1,1
0.8883784106394377,215.70106764052568,4.9065013746237005,0,2,1
-0.594835579135125,217.05747459876747,5.319500836373867,1,4,1
0.5823180520694193,218.41428531196064,5.340621627332142,1,0,1
0.37304701833566845,219.77149751011436,6.0968274547279595,0,4,1
-0.4720220818873808,221.12910894928027,4.7389818665995165,1,6,1
0.607423972063639,222.48711741110307,5.256945645824349,0,2,1
-0.1506192519336893,223.84552070238158,3.7206773080903535,0,2,0
-0.045373526311415,225.2043166546395,5.013053962739822,0,2,0
0.11633854885493511,226.56350312370654,4.942158071300777,1,0,0
-0.11069366915520229,227.92307798930815,5.7152770243644095,1,0,0
-0.29631533144178035,229.28303915466543,5.572262199858782,1,2,1
-0.5240096096166103,230.64338454610302,5.675391271150476,1,6,1
-0.7966933845227093,232.00411211266646,6.173691903097907,1,0,0
-0.011229342467716785,233.36521982574752,5.754642879059316,0,3,0
0.7508886572399442,234.726705678718,6.214512894727803,0,0,1
-0.5491867388811154,236.08856768657134,5.750055679186052,1,3,1
-0.8784407243550494,237.45080388557218,4.258702122665357,1,2,0
-0.7483454613658542,238.81341233291337,4.605305462600318,0,3,0
0.3809937696813279,240.17639110638044,4.631017867300454,0,3,1
-0.1665066690183643,241.53973830402305,5.60963726817762,0,6,0
-0.5376786096943265,242.90345204383374,4.667494675278385,1,3,1
0.32778269715603847,244.26753046343308,6.0261374621452575,1,1,1
0.7020704463900913,245.6319717197618,4.771346577033137,0,6,1
-0.42361390663366527,246.99677398877907,4.300626206292749,0,0,0
-0.11704880794328187,248.36193546516716,5.244013848068428,0,6,0
-0.7436533149075022,249.72745436204232,4.511227087719498,1,6,1
0.7756222716260335,251.09332891067146,3.9882948179181934,1,5,1
0.06328476920705883,252.45955736019462,3.893808742565821,1,3,1
-0.36972577708469756,253.82613797735323,4.797305783015502,0,0,0
-0.06743243274830846,255.19306904622374,4.976477694244917,1,2,1
0.732516748109231,256.5603488679567,6.519823308572568,1,3,1
-0.5121908523425716,257.927975760521,4.2484319755211475,0,4,0
0.514384555852343,259.29594805845346,6.200856808561452,0,3,1
0.6655273788096807,260.6642641126127,5.44564209321525,0,1,1
-0.803426963769712,262.03292228993905,3.3245082771806302,0,5,0
-0.5909148339222252,263.40192097321784,4.355710797626358,1,3,1
0.40125706259320215,264.7712585608484,4.732347785461882,0,6,1
-0.1360058546868934,266.140933466617,5.402041878723318,0,6,0
0.9340894106679707,267.5109441194741,4.659376309623086,0,0,1
-0.6633330119787986,268.8812889633166,5.00514725689403,0,0,0
-0.6698704126374191,270.2519664567731,5.677126829039596,1,2,0
-0.07799428958235133,271.6229750729946,5.823519423111865,0,1,0
0.15517024192670914,272.9943132994481,5.824679835795295,1,0,1
0.06963194610054413,274.3659796377145,5.080134096123917,0,0,0
-0.3431507215171661,275.73797260329053,5.215026076620884,0,1,0
-0.22537664425720672,277.11029072539395,5.3950490468426215,0,6,0
0.8636330572692932,278.4829325467728,5.432604295067903,0,0,1
-0.43845508563338975,279.8558966235179,4.656734805899751,0,6,0
0.873011700366368,281.2291815248786,5.622480868294692,1,5,1
-0.8245373216198462,282.60278583308275,5.9793349909701945,1,1,0
0.41464303049879736,283.9767081431591,3.8325855050926125,1,5,1
-0.07888197399103047,285.3509470627632,5.7795416047909285,0,3,0
0.8910734365833359,286.7255012120068,5.560764411643314,1,1,1
-0.44133039016695563,288.1003692232897,5.2433364981556,0,0,0
-0.2656861363010452,289.4755497411351,6.177219155449501,1,1,0
0.5262027037333834,290.85104142202795,5.291592431306804,0,0,1
0.8565401900695047,292.22684293425556,5.471637690609105,0,5,1
-0.09059186888437365,293.6029529577519,5.0265750968845255,0,2,0
0.4529791424767926,294.9793701839438,4.859887020957017,1,4,1
-0.8640778969996299,296.3560933156006,4.907110666263619,1,4,0
0.7371640586918129,297.7331210666858,5.838728223621422,1,1,1
-0.4831867366883269,299.1104521622117,4.644696453666921,1,0,0
-0.9261669504010153,300.4880853380964,4.72198033167178,1,2,0
-0.40851867419098786,301.86601934102333,4.191643002580206,1,0,0
-0.21199026083521044,303.24425292830307,4.016899947988982,1,6,1
-0.07438909202509492,304.6227848677377,5.017911726194972,0,3,0
-0.9876374583017473,306.0016139374873,5.623164365155068,1,6,1
-0.8475676232793194,307.380738925939,5.217641699072836,0,5,0
0.021923348004790233,308.76015863157767,3.6638877861795294,1,6,1
0.8374103350843656,310.1398718628594,4.9114145681365216,0,2,1
0.8045343174476067,311.519877438087,5.400225676217904,0,0,1
-0.20717162327342753,312.9001741852869,4.343059038955854,0,4,0
0.15226227444282858,314.28076094208916,4.084332772997988,0,2,1
-0.1992393301120965,315.66163655560854,4.963499095364041,1,4,1
0.6005568674035948,317.04279988232827,4.4778350922986,1,1,1
-0.6543100792992078,318.4242497879848,4.40140247468252,0,1,0
-0.6962708771317583,319.8059851474558,5.549065151413789,1,0,0
0.39216808810910253,321.1880048446481,5.386276464183665,0,3,1
-0.40814551060673776,322.5703077723897,5.24151518325899,0,0,0
-0.02114097091288092,323.9528928323214,4.4653040088822715,1,5,1
-0.659031835327125,325.3357589347916,4.127815601989486,0,6,0
0.44061421394844036,326.7189049987522,4.868950996045721,0,1,1
-0.12988775127006602,328.102329951656,5.370286763265677,1,4,1
-0.6824481456981799,329.48603272935634,4.547591755253778,0,6,0
-0.49034692759212106,330.8700122760078,3.94746375360795,0,6,0
-0.113633253390377,332.25426754396864,5.284507076794722,1,2,1
-0.581585348892433,333.6387974937046,3.7619328079370717,0,4,0
-0.7849260948671042,335.02360109369465,5.514186493698445,1,4,1
0.7005197970459951,336.4086773203377,5.993138865691921,1,4,1
0.3829131477757628,337.79402515786103,3.51382435093775,1,2,1
0.32852687921236146,339.17964359823003,5.306187104764822,0,6,1
-0.6983500889202181,340.56553164105947,5.593114594681396,0,6,0
0.7528395817792559,341.9516882935259,4.501486460866678,0,3,1
-0.5264383698715724,343.3381125702816,3.693575950165375,0,1,0
-0.6153710845803784,344.7248034933698,4.263838456428117,0,5,0
-0.2089879669107153,346.1117600921409,5.36612617557244,1,1,0
0.7855028988469983,347.49898140317055,4.991037524248781,0,6,1
-0.04346064957210527,348.8864664701781,5.0329521265569195,1,6,1
-0.7165266208206642,350.27421434394734,5.776113901605664,1,3,0
-0.8863549654844307,351.6622240822474,4.517292551575909,1,6,1
-0.731288379397451,353.0504947497555,5.977980934363432,0,0,0
0.8753470303535664,354.43902541798064,5.566798482898983,1,1,1
0.900496145277921,355.8278151651881,5.801507575963697,1,6,1
0.9476826902485607,357.2168630763257,5.796892250844745,0,0,1
0.42743584629438547,358.6061682429507,3.5832966367491865,1,1,1
0.011821185474156115,359.9957297631575,4.03719234728579,0,4,0
0.6310925176765569,361.3855467415073,3.1532321982168408,1,5,1
0.33922084093336613,362.7756182889578,3.5772812110284207,0,2,1
0.7327176385847298,364.16594352279435,4.37420099230582,1,1,1
-0.4519665844574805,365.5565215665623,4.512595087792098,1,0,0
0.3227217583556876,366.94735154999995,5.771149802052165,0,2,1
0.28368568337267885,368.3384326089725,5.348175697013391,0,5,1
0.248810202972366,369.72976388540707,3.744613986633837,0,4,0
-0.6933907164177389,371.12134452722876,5.749594402550178,0,6,0
0.9684759881596585,372.51317368829734,5.65706839345008,1,1,1
-0.869918168955162,373.9052505283448,4.799531633803865,0,2,0
-0.3597547822196525,375.29757421291424,5.047683791904234,1,6,1
0.9871377544514486,376.69014391329887,4.928694499204236,0,3,1
-0.3455260185191271,378.0829588064826,4.299728399055797,1,3,1
-0.8811291209318639,379.4760180750811,5.573378578499009,1,3,0
0.9964187161730798,380.86932090728357,3.1515100058742354,1,2,1
-0.855354978876381,382.2628664967955,5.033816991661282,0,5,0
-0.592716303020058,383.6566540427821,6.014003140039906,0,2,0
0.15207853407627336,385.05068274981295,5.481235427676972,0,4,0
-0.5030287249756398,386.44495182780634,4.216480953056104,1,6,1
-0.2953731632742791,387.83946049197556,5.875354747447126,1,0,0
-0.556396205046245,389.23420796277526,4.2611498236119685,0,6,0
0.8736949577682338,390.6291934658487,4.210071154915936,1,6,1
-0.8282033022175903,392.0244162319755,4.389381035153555,0,3,0
0.3707029573479228,393.4198754970206,4.995805601779209,0,6,1
0.40730154797583484,394.8155705018832,4.37147968576536,0,6,1
0.07672374468019982,396.2115004924472,5.831694221817433,0,0,0
-0.8658429405232415,397.60766471953133,6.015695186644299,1,6,1
-0.48491000436804543,399.00406243884083,4.6237073060805765,0,1,0
0.4041469133561717,400.40069291091936,5.289221398999276,1,1,1
0.3368040013188327,401.79755540110136,4.04542566712177,1,3,1
-0.8998333983793738,403.19464917946556,4.472390892844943,1,5,1
-0.43933359254933935,404.59197352078843,6.028870719710264,0,5,0
-0.24977202979242086,405.98952770449887,3.6854629403583656,1,6,1
-0.6992187036171493,407.38731101463316,5.4071055770426995,0,6,0
0.5892266770307477,408.7853227397904,3.5385045558965103,1,2,1
0.9227384293831566,410.1835621730888,4.869066916770175,0,6,1
0.4378230930501972,411.5820286121223,5.131096314706524,1,1,1
-0.5441597474586857,412.980721358918,5.018852103963643,0,4,0
0.3246155860851223,414.3796397198937,4.195986475059806,1,5,1
0.9043916042953888,415.77878300581654,4.320495809756981,0,6,1
0.6841005701615401,417.1781505317616,4.914497656009248,1,0,1
-0.6744571629663989,418.5777416170715,4.3395648111297485,1,5,1
-0.4500323205301646,419.9775555853162,5.071685706252257,0,3,0
-0.7823377086728995,421.37759176425357,4.964463974931048,1,2,0
-0.9026062205092893,422.77784948578994,5.719696351913191,0,5,0
0.5629765824716249,424.1783280859418,5.4285064560555725,1,4,1
-0.019737821119603094,425.5790269047977,4.873242563131897,1,0,0
0.33903168546057216,426.97994528648024,7.279035784749509,1,6,1
-0.20553934480261615,428.38108257910926,4.443005945677207,1,2,0
-0.4507029483349745,429.782438134765,5.735023254733795,0,6,0
0.8322218204568854,431.1840113094516,4.981080669716109,0,4,1
0.26017210338116614,432.5858014630615,5.248271186491382,1,4,1
0.8832130495667443,433.98780795934,4.589036414303529,0,5,1
-0.1801454251749448,435.3900301658501,4.982119649920266,1,1,0
-0.5451719772315766,436.79246745393823,6.3593425731537945,0,3,0
0.761029648865136,438.19511919869996,5.392728234423628,1,1,1
-0.5860633452354107,439.5979847789462,4.89280301523222,1,5,1
0.3516576059321004,441.0010635771701,4.842281363625901,0,2,1
0.9034788513424288,442.40435497951387,5.5094558676369845,0,2,1
-0.08205015331309617,443.80785837573654,3.911321280794997,1,1,0
-0.6319666542594145,445.2115731591816,5.16031399528873,1,2,0
-0.51823618103619,446.6154987267453,4.64010736857671,0,5,0
-0.9756626150437404,448.0196344788452,5.203836581418494,1,6,1
0.9639751103368759,449.4239798193895,4.959391741939491,1,5,1
-0.4709418338987521,450.8285341557459,5.644370762830676,1,6,1
-0.7130801406151028,452.23329689871167,5.75698780355129,1,6,1
-0.810166563331284,453.6382674624835,4.923591002566219,0,6,0
-0.9516703996380618,455.043445264628,5.985528743041424,0,1,0
-0.01868076975979749,456.4488297260527,4.8632448702112425,1,4,1
-0.9563748010636961,457.8544202709766,5.121828845248047,0,2,0
-0.09759504863547064,459.2602163269021,6.44546395929994,1,1,0
0.08177622113929961,460.6662173245865,4.299078057890124,1,4,1
0.8435453485533704,462.07242269801424,4.928996094971443,1,0,1
-0.08971079892770639,463.47883188436913,4.628840551639126,0,1,0
-0.3762779588524401,464.8854443240072,5.184621918512624,0,4,0
-0.6976848871677279,466.2922594604297,4.531478293116818,0,2,0
0.85552559312535,467.6992767402565,5.518006908154849,1,6,1
0.02982226737372362,469.10649561319946,4.280121493725518,0,6,1
-0.7079371999008772,470.51391553203683,4.928408268328162,0,6,0
0.7585897212593296,471.92153595258696,4.893279297121153,1,4,1
-0.4712807119576816,473.32935633368317,5.135562808812109,1,4,1
-0.9905323774665242,474.73737613714854,5.148310923978011,1,5,1
0.9606631875510114,476.1455948277708,4.348937653488214,1,6,1
0.30517886082688706,477.5540118732778,4.259899745193433,1,3,1
-0.26623098708288806,478.9626267443131,5.883077092310467,0,4,0
0.8736751370423699,480.3714389144121,5.287124029610885,0,1,1
-0.3553122174628218,481.7804478599778,4.2294256955091205,0,0,0
0.28929208854030763,483.1896530602577,5.578072514498114,1,0,1
-0.29552522384160773,484.59905399731997,4.800484455632694,1,1,0
-0.5477362033554025,486.00865015603085,4.588381718411477,0,4,0
-0.6473265345255919,487.4184410240317,5.032833608316018,0,5,0
0.11833330926420782,488.8284260917164,5.093884940628395,0,4,0
0.9829534267170525,490.2386048522089,3.608777192242809,1,3,1
0.6072036995933896,491.6489768013415,4.963567310707477,0,6,1
-0.9097550675179471,493.0595414376328,4.839127738757454,0,6,0
0.28088554466583937,494.4702982622661,3.752173574191981,0,6,0
0.4093890854935722,495.8812467790681,5.301293970877141,1,1,1
-0.7918149446334939,497.2923864944877,5.392911982672411,0,3,0
-0.7710808855550313,498.7037169175751,4.096998156646335,0,1,0
0.4682512181123226,500.1152375599614,5.082794839432021,1,6,1
0.935829459016402,501.5269479358375,5.887387088701852,1,1,1
0.6492526139778794,502.93884756193444,5.183804836116942,0,5,1
0.6692322502927963,504.3509359575032,5.240778839806216,1,4,1
-0.9517515585806213,505.76321264429487,4.574809782223294,0,3,0
0.4025085327170419,507.1756771465407,5.600529409280821,1,6,1
-0.3522809424229689,508.58832899093323,4.354269583315044,1,2,0
-0.08824746138062012,510.0011677066068,5.271314874893478,1,2,1
-0.36725133192256276,511.41419282511856,4.729616278417325,0,4,0
-0.1539684600733342,512.8274038804298,5.254823695620476,0,6,0
-0.4874782388375769,514.2408004088868,4.798857573339303,1,3,1
-0.9856249109362811,515.6543819492033,5.554878888450197,1,4,0
0.47789717061912684,517.0681480424416,4.801145010414945,1,0,1
0.5093639224231468,518.4820982319948,5.858713333476326,0,5,1
0.3566745302467289,519.8962320635685,5.8097941194611025,1,0,1
-0.2987006979482705,521.3105490851639,5.548307083677808,1,1,0
0.22713240400846324,522.7250488470595,4.569869997444481,0,5,1
0.7540812469584208,524.1397309017946,4.8966436287850765,1,1,1
-0.8595326049036556,525.5545948041512,4.286813736244398,0,5,0
-0.9138550511960355,526.9696401111378,4.467569964613326,1,0,0
-0.26595155432383155,528.3848663819724,5.286768539746959,1,6,1
-0.5999155128513805,529.8002731780657,6.659740041462474,1,5,1
-0.04208596942359999,531.2158600630049,4.550250652714757,0,2,0
-0.11148497970553484,532.6316266025369,3.80398740417873,0,3,0
-0.9941224041073407,534.0475723645529,5.016457080483313,0,5,0
-0.8789117731579261,535.4636969190719,4.678830579988088,1,5,1
-0.1802931291333807,536.8799998382252,5.535639363779608,0,6,0
-0.27836286037425917,538.2964806962401,5.7285731404238724,1,0,0
0.786466967813152,539.7131390694254,4.667975418214675,0,0,1
0.9933309445748055,541.1299745361555,5.1448968893286295,0,1,1
0.8588958779819211,542.5469866768547,6.538624277209177,0,1,1
0.1167313488143753,543.9641750739834,4.5336692380180885,1,0,0
-0.3611513157867938,545.3815393120219,4.37966851478112,0,2,0
-0.6892237914319173,546.7990789774566,3.7012871011912774,1,2,0
0.1922762325528895,548.2167936587649,5.3777623995185415,0,2,0
-0.30306441096208214,549.6346829464009,4.37432849788255,0,3,0
-0.07312419799760583,551.0527464327807,3.7859097471136938,0,1,0
0.03394250743396143,552.4709837122692,5.029718741832771,1,5,1
0.781576979150131,553.8893943811648,4.569690390922485,1,5,1
-0.8677008118750604,555.3079780376862,5.4634291910908335,1,6,1
0.505941531128907,556.7267342819588,5.034045107629101,0,1,1
-0.5820561943755147,558.1456627160002,4.090481296630195,1,0,0
0.8190968680965194,559.5647629437075,4.242431729650022,0,4,1
0.5306904190434616,560.9840345708437,3.9686499224129665,1,6,1
0.22176979390694007,562.4034772050244,5.463054559673409,1,4,1
-0.40201238581721244,563.8230904557042,5.453713710312258,1,5,1
0.23925016285606993,565.2428739341645,4.464194298063201,1,2,1
-0.7845704063230801,566.6628272535003,4.791890271164651,0,0,0
-0.6784472318606056,568.0829500286069,6.44086010737667,0,0,0
0.5380533924386723,569.503241876168,5.071156911053186,0,5,1
-0.12477810699118708,570.9237024146428,5.54971625519511,0,6,0
0.1631803858679306,572.3443312642537,4.665353090342315,0,4,1
0.2220548086766807,573.7651280469739,4.555337860713731,0,4,0
-0.7752632857862423,575.1860923865154,4.821931167660755,0,0,0
-0.2919580422978272,576.6072239083165,5.967027279157369,1,3,1
-0.7495198412970614,578.0285222395305,5.429932246629293,0,2,0
-0.4814918517154465,579.4499870090133,4.724107331496955,0,6,0
0.32820290695359744,580.8716178473119,4.019116961200912,0,0,0
0.8664175157397109,582.2934143866527,5.334064611831277,0,6,1
-0.20237072248477705,583.7153762609302,6.228239180302911,0,6,0
0.8839645024816263,585.1375031056951,4.868843059053113,1,1,1
-0.9874791606787858,586.5597945581435,5.194023125453507,0,4,0
0.026879828935976402,587.9822502571054,5.243456936516926,1,2,1
-0.9514024245996413,589.4048698430337,5.299972565254023,1,5,1
-0.05289043879281641,590.8276529579931,5.479328910283291,1,6,1
-0.5999499680083282,592.2505992456493,4.584774022600208,0,0,0
0.25068573112477655,593.6737083512581,5.6853918365692175,0,3,1
0.6732305764062383,595.0969799216548,5.649642975270328,0,0,1
0.26330525632005597,596.5204136052436,4.910705856089406,0,4,0
0.09510731870196576,597.9440090519865,3.6747256559847647,0,2,1
